           7          14  -32.1030006      -71.3570023      0.320236981     l, k, lat, lon, s
           8          20  -32.0810013      -71.4789963      0.385543078     l, k, lat, lon, s
          26          23  -31.7539997      -71.5230026      0.254246205     l, k, lat, lon, s
          38          26  -31.5349998      -71.5719986      0.257538825     l, k, lat, lon, s
          50          28  -31.3180008      -71.6019974      0.291231960     l, k, lat, lon, s
          52          22  -31.2859993      -71.4779968      0.422495484     l, k, lat, lon, s
          53          19  -31.2709999      -71.4160004      0.467996061     l, k, lat, lon, s
          53          20  -31.2700005      -71.4369965      0.474394262     l, k, lat, lon, s
          54          16  -31.2549992      -71.3550034      0.331108242     l, k, lat, lon, s
          60          48  -31.1210003      -71.9970016      0.837157845     l, k, lat, lon, s
          62          53  -31.0799999      -72.0960007      0.826612711     l, k, lat, lon, s
          85          21  -30.6919994      -71.4270020      0.301746279     l, k, lat, lon, s
          89          25  -30.6170006      -71.5039978      0.297791362     l, k, lat, lon, s
          94          42  -30.5130005      -71.8410034      0.943421304     l, k, lat, lon, s
          99          31  -30.4319992      -71.6149979      0.246063903     l, k, lat, lon, s
         102          32  -30.3770008      -71.6320038      0.568468273     l, k, lat, lon, s
         103          34  -30.3579998      -71.6709976       1.00000000     l, k, lat, lon, s
         105          64  -30.2959995      -72.2710037      0.786717534     l, k, lat, lon, s
         106          56  -30.2849998      -72.1100006      0.880073786     l, k, lat, lon, s
         111          24  -30.2210007      -71.4629974      0.270391971     l, k, lat, lon, s
