           3          46  -32.1489983      -72.0149994      0.637668014     l, k, lat, lon, s
           6          13  -32.1220016      -71.3379974      0.628780425     l, k, lat, lon, s
           6          36  -32.1040001      -71.8079987      0.736544013     l, k, lat, lon, s
           9          20  -32.0629997      -71.4779968      0.645851374     l, k, lat, lon, s
          19           9  -31.8910007      -71.2440033      0.606764078     l, k, lat, lon, s
          24          23  -31.7900009      -71.5250015      0.749450147     l, k, lat, lon, s
          30          71  -31.6399994      -72.4960022      0.675706923     l, k, lat, lon, s
          36          51  -31.5510006      -72.0830002      0.695217788     l, k, lat, lon, s
          40          29  -31.4969997      -71.6320038      0.687947571     l, k, lat, lon, s
          43          22  -31.4480000      -71.4860001      0.749175668     l, k, lat, lon, s
          58          15  -31.1830006      -71.3310013      0.656665623     l, k, lat, lon, s
          60          50  -31.1189995      -72.0370026      0.574903011     l, k, lat, lon, s
          75          70  -30.8309994      -72.4250031      0.690534532     l, k, lat, lon, s
          80          34  -30.7719994      -71.6940002      0.750977099     l, k, lat, lon, s
          89          25  -30.6170006      -71.5039978      0.630528688     l, k, lat, lon, s
          93          24  -30.5459995      -71.4800034      0.692851901     l, k, lat, lon, s
          94          63  -30.4950008      -72.2630005      0.993634760     l, k, lat, lon, s
          96          64  -30.4580002      -72.2809982      0.812979519     l, k, lat, lon, s
          98          16  -30.4619999      -71.3150024      0.659224987     l, k, lat, lon, s
         119           4  -30.0919991      -71.0559998      0.660010815     l, k, lat, lon, s
