           6          61  -32.0820007      -72.3190002      0.781546891     l, k, lat, lon, s
          11          36  -32.0139999      -71.8030014      0.923136771     l, k, lat, lon, s
          18           6  -31.9109993      -71.1839981      0.838191867     l, k, lat, lon, s
          20          17  -31.8670006      -71.4059982      0.937559307     l, k, lat, lon, s
          24          63  -31.7560005      -72.3399963      0.962833822     l, k, lat, lon, s
          25          46  -31.7530003      -71.9919968      0.905777097     l, k, lat, lon, s
          27          17  -31.7409992      -71.4000015      0.839696169     l, k, lat, lon, s
          28           8  -31.7290001      -71.2160034      0.885495424     l, k, lat, lon, s
          31          23  -31.6639996      -71.5179977      0.973813176     l, k, lat, lon, s
          36          25  -31.5720005      -71.5540009      0.958294332     l, k, lat, lon, s
          41          68  -31.4449997      -72.4219971      0.739244282     l, k, lat, lon, s
          48          24  -31.3570004      -71.5220032      0.851688802     l, k, lat, lon, s
          65          48  -31.0310001      -71.9909973      0.805123031     l, k, lat, lon, s
          70          62  -30.9279995      -72.2689972      0.828562021     l, k, lat, lon, s
          88          42  -30.6210003      -71.8470001      0.838700473     l, k, lat, lon, s
          88          61  -30.6049995      -72.2289963      0.809266269     l, k, lat, lon, s
          98          52  -30.4330006      -72.0380020      0.895998836     l, k, lat, lon, s
         103          62  -30.3339996      -72.2330017      0.840907693     l, k, lat, lon, s
         118          26  -30.0939999      -71.4970016      0.938464344     l, k, lat, lon, s
         120          63  -30.0259991      -72.2350006       1.00000000     l, k, lat, lon, s
