           6          36  -32.1040001      -71.8079987      0.937644839     l, k, lat, lon, s
           9          20  -32.0629997      -71.4779968      0.825752079     l, k, lat, lon, s
          16          70  -31.8939991      -72.4909973      0.930442929     l, k, lat, lon, s
          19           9  -31.8910007      -71.2440033      0.735889494     l, k, lat, lon, s
          24          23  -31.7900009      -71.5250015      0.861327589     l, k, lat, lon, s
          30          71  -31.6399994      -72.4960022      0.859713852     l, k, lat, lon, s
          32          25  -31.6439991      -71.5579987      0.821443141     l, k, lat, lon, s
          35          54  -31.5660000      -72.1449966       1.00000000     l, k, lat, lon, s
          35          68  -31.5529995      -72.4290009      0.884873092     l, k, lat, lon, s
          43          22  -31.4480000      -71.4860001      0.931583166     l, k, lat, lon, s
          76          54  -30.8269997      -72.1009979      0.874384642     l, k, lat, lon, s
          80          34  -30.7719994      -71.6940002      0.955886304     l, k, lat, lon, s
          90          44  -30.5839996      -71.8850021      0.799877882     l, k, lat, lon, s
          93          24  -30.5459995      -71.4800034      0.919983089     l, k, lat, lon, s
          96          64  -30.4580002      -72.2809982      0.833169997     l, k, lat, lon, s
          98          16  -30.4619999      -71.3150024      0.813781559     l, k, lat, lon, s
         100          68  -30.3820000      -72.3570023      0.838570654     l, k, lat, lon, s
         106          45  -30.2940006      -71.8889999      0.819852829     l, k, lat, lon, s
         112          14  -30.2110004      -71.2620010      0.838506639     l, k, lat, lon, s
         119          14  -30.0849991      -71.2559967      0.781307936     l, k, lat, lon, s
