           2          36  -32.1759987      -71.8119965      0.852106631     l, k, lat, lon, s
          17          57  -31.8869991      -72.2249985       1.00000000     l, k, lat, lon, s
          18          10  -31.9080009      -71.2649994      0.839153647     l, k, lat, lon, s
          23          17  -31.8129997      -71.4029999      0.697543919     l, k, lat, lon, s
          23          59  -31.7779999      -72.2590027      0.675473511     l, k, lat, lon, s
          25          59  -31.7420006      -72.2570038      0.604937255     l, k, lat, lon, s
          44          35  -31.4200001      -71.7490005      0.816211641     l, k, lat, lon, s
          45          22  -31.4120007      -71.4850006      0.837714732     l, k, lat, lon, s
          47          38  -31.3630009      -71.8069992      0.869835973     l, k, lat, lon, s
          60          66  -31.1049995      -72.3610001      0.698214948     l, k, lat, lon, s
          65           8  -31.0629997      -71.1829987      0.730568290     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.758969843     l, k, lat, lon, s
          67          42  -31.0000000      -71.8679962      0.803731382     l, k, lat, lon, s
          75          56  -30.8439999      -72.1419983      0.818865001     l, k, lat, lon, s
          83          43  -30.7110004      -71.8720016      0.740030587     l, k, lat, lon, s
          85          14  -30.6980000      -71.2860031      0.714108825     l, k, lat, lon, s
         100          66  -30.3840008      -72.3170013      0.791053772     l, k, lat, lon, s
         114          61  -30.1359997      -72.2009964      0.833854020     l, k, lat, lon, s
         119          16  -30.0830002      -71.2959976      0.723451853     l, k, lat, lon, s
         120          51  -30.0370007      -71.9950027      0.719388247     l, k, lat, lon, s
