           6          42  -32.0989990      -71.9300003      0.865639865     l, k, lat, lon, s
          23          28  -31.8040009      -71.6279984      0.804904222     l, k, lat, lon, s
          24          57  -31.7609997      -72.2170029      0.719919741     l, k, lat, lon, s
          26          21  -31.7560005      -71.4820023      0.913165927     l, k, lat, lon, s
          27          48  -31.7150002      -72.0309982      0.973093569     l, k, lat, lon, s
          28          17  -31.7229996      -71.3990021      0.919520974     l, k, lat, lon, s
          40          43  -31.4850006      -71.9160004       1.00000000     l, k, lat, lon, s
          51          21  -31.3050003      -71.4589996      0.865549624     l, k, lat, lon, s
          57          46  -31.1770000      -71.9589996      0.932275832     l, k, lat, lon, s
          60          40  -31.1280003      -71.8349991      0.865069449     l, k, lat, lon, s
          61          27  -31.1200008      -71.5709991      0.926088989     l, k, lat, lon, s
          72          22  -30.9260006      -71.4589996      0.799942017     l, k, lat, lon, s
          89          47  -30.5990009      -71.9469986      0.717603326     l, k, lat, lon, s
          92          57  -30.5359993      -72.1449966      0.800983429     l, k, lat, lon, s
          97          17  -30.4790001      -71.3359985      0.885712981     l, k, lat, lon, s
          98           5  -30.4699993      -71.0940018      0.814438999     l, k, lat, lon, s
         105          63  -30.2970009      -72.2509995      0.884214818     l, k, lat, lon, s
         110          12  -30.2479992      -71.2239990      0.846871078     l, k, lat, lon, s
         110          47  -30.2210007      -71.9250031      0.811653793     l, k, lat, lon, s
         120          59  -30.0300007      -72.1549988      0.891849995     l, k, lat, lon, s
