           3          26  -32.1660004      -71.6060028      0.823734105     l, k, lat, lon, s
           6          42  -32.0989990      -71.9300003      0.855871081     l, k, lat, lon, s
           7          13  -32.1040001      -71.3369980      0.802917123     l, k, lat, lon, s
          27          48  -31.7150002      -72.0309982      0.875376523     l, k, lat, lon, s
          51          21  -31.3050003      -71.4589996      0.874893367     l, k, lat, lon, s
          60          40  -31.1280003      -71.8349991      0.821018636     l, k, lat, lon, s
          72          14  -30.9319992      -71.2979965      0.717259705     l, k, lat, lon, s
          72          22  -30.9260006      -71.4589996      0.807398319     l, k, lat, lon, s
          74          37  -30.8780003      -71.7600021      0.864004016     l, k, lat, lon, s
          92          57  -30.5359993      -72.1449966      0.851779521     l, k, lat, lon, s
          98           5  -30.4699993      -71.0940018      0.829205930     l, k, lat, lon, s
         105          63  -30.2970009      -72.2509995      0.997788548     l, k, lat, lon, s
         108          18  -30.2800007      -71.3460007      0.790845633     l, k, lat, lon, s
         109           8  -30.2689991      -71.1439972      0.830277264     l, k, lat, lon, s
         110          12  -30.2479992      -71.2239990      0.914556742     l, k, lat, lon, s
         114          51  -30.1450005      -72.0009995       1.00000000     l, k, lat, lon, s
         116          63  -30.0990009      -72.2389984      0.675416708     l, k, lat, lon, s
         119           4  -30.0919991      -71.0559998      0.880181968     l, k, lat, lon, s
         120          59  -30.0300007      -72.1549988      0.893442988     l, k, lat, lon, s
         121          36  -30.0319996      -71.6940002      0.939373732     l, k, lat, lon, s
