           4          66  -32.1119995      -72.4459991      0.942914367     l, k, lat, lon, s
          15           8  -31.9640007      -71.2080002      0.709458470     l, k, lat, lon, s
          20          14  -31.8700008      -71.3310013      0.852981508     l, k, lat, lon, s
          20          36  -31.8509998      -71.7949982      0.820883274     l, k, lat, lon, s
          24          68  -31.7500000      -72.4660034      0.917506397     l, k, lat, lon, s
          30          19  -31.6849995      -71.4270020      0.929571092     l, k, lat, lon, s
          33          12  -31.6369991      -71.2770004      0.891913533     l, k, lat, lon, s
          35          34  -31.5830002      -71.7379990      0.939540923     l, k, lat, lon, s
          38          54  -31.5109997      -72.1559982      0.806540251     l, k, lat, lon, s
          41          41  -31.4689999      -71.8789978      0.674019396     l, k, lat, lon, s
          66           3  -31.0489998      -71.0589981      0.897277951     l, k, lat, lon, s
          67           8  -31.0270004      -71.1620026      0.698125362     l, k, lat, lon, s
          70          64  -30.9249992      -72.3310013       1.00000000     l, k, lat, lon, s
          77          49  -30.8129997      -72.0100021      0.828060746     l, k, lat, lon, s
          81          22  -30.7639999      -71.4420013      0.987776399     l, k, lat, lon, s
          98           5  -30.4710007      -71.0729980      0.880977035     l, k, lat, lon, s
         100          59  -30.3899994      -72.1940002      0.835512280     l, k, lat, lon, s
         105          26  -30.3279991      -71.5029984      0.969870448     l, k, lat, lon, s
         109          43  -30.2420006      -71.8519974      0.916707158     l, k, lat, lon, s
         114           2  -30.1840000      -70.9970016      0.925722659     l, k, lat, lon, s
