           6          61  -32.0810013      -72.3379974      0.919780314     l, k, lat, lon, s
          11          36  -32.0139999      -71.8040009      0.906214833     l, k, lat, lon, s
          18           6  -31.9120007      -71.1640015      0.908433259     l, k, lat, lon, s
          20          17  -31.8670006      -71.3939972      0.834033430     l, k, lat, lon, s
          24          63  -31.7549992      -72.3600006      0.940901220     l, k, lat, lon, s
          25          46  -31.7530003      -72.0009995       1.00000000     l, k, lat, lon, s
          27          17  -31.7409992      -71.3880005      0.984278738     l, k, lat, lon, s
          28           8  -31.7299995      -71.1969986      0.835286081     l, k, lat, lon, s
          31          23  -31.6639996      -71.5100021      0.955865502     l, k, lat, lon, s
          36          25  -31.5720005      -71.5479965      0.866893351     l, k, lat, lon, s
          41          68  -31.4440002      -72.4469986      0.883714557     l, k, lat, lon, s
          48          24  -31.3570004      -71.5149994      0.912164092     l, k, lat, lon, s
          65          48  -31.0300007      -72.0009995      0.888698637     l, k, lat, lon, s
          70          62  -30.9270000      -72.2890015      0.957148314     l, k, lat, lon, s
          88          42  -30.6210003      -71.8529968      0.883000016     l, k, lat, lon, s
          88          61  -30.6040001      -72.2480011      0.779344678     l, k, lat, lon, s
          98          52  -30.4319992      -72.0510025      0.955716610     l, k, lat, lon, s
         103          62  -30.3330002      -72.2529984      0.871008039     l, k, lat, lon, s
         118          26  -30.0939999      -71.4909973      0.915878057     l, k, lat, lon, s
         120          63  -30.0259991      -72.2559967      0.924007118     l, k, lat, lon, s
