           4          25  -32.1489983      -71.5780029      0.982824504     l, k, lat, lon, s
          10          59  -32.0110016      -72.2919998      0.856599927     l, k, lat, lon, s
          11          20  -32.0270004      -71.4660034      0.937856376     l, k, lat, lon, s
          11          52  -31.9990005      -72.1419983      0.834092557     l, k, lat, lon, s
          26          45  -31.7360001      -71.9789963      0.580491364     l, k, lat, lon, s
          29          47  -31.6800003      -72.0179977      0.744059265     l, k, lat, lon, s
          40          48  -31.4810009      -72.0270004      0.677927017     l, k, lat, lon, s
          42          38  -31.4529991      -71.8150024      0.809720755     l, k, lat, lon, s
          49          22  -31.3409996      -71.4720001      0.713527858     l, k, lat, lon, s
          55          46  -31.2119999      -71.9700012      0.906173825     l, k, lat, lon, s
          61          65  -31.0869999      -72.3610001      0.708638132     l, k, lat, lon, s
          72          30  -30.9200001      -71.6179962      0.726589918     l, k, lat, lon, s
          75          16  -30.8770008      -71.3229980      0.738576829     l, k, lat, lon, s
          78          21  -30.8190002      -71.4240036      0.676408172     l, k, lat, lon, s
          84          47  -30.6889992      -71.9609985      0.658197045     l, k, lat, lon, s
          86          46  -30.6539993      -71.9380035      0.624704778     l, k, lat, lon, s
          88          51  -30.6130009      -72.0400009      0.663841188     l, k, lat, lon, s
          89          30  -30.6130009      -71.6019974      0.730398118     l, k, lat, lon, s
         105          60  -30.2989998      -72.2089996      0.734438479     l, k, lat, lon, s
         111          40  -30.2080002      -71.7880020      0.767200708     l, k, lat, lon, s
