           9          29  -32.0559998      -71.6579971      0.816181540     l, k, lat, lon, s
          15          29  -31.9480000      -71.6520004      0.994252980     l, k, lat, lon, s
          17          40  -31.9020004      -71.8830032       1.00000000     l, k, lat, lon, s
          28          68  -31.6779995      -72.4609985      0.749389112     l, k, lat, lon, s
          38          41  -31.5230007      -71.8820038      0.825391829     l, k, lat, lon, s
          42          63  -31.4309998      -72.3399963      0.768080354     l, k, lat, lon, s
          46          56  -31.3649998      -72.1890030      0.950285852     l, k, lat, lon, s
          52           7  -31.2980003      -71.1549988      0.743097782     l, k, lat, lon, s
          59          46  -31.1399994      -71.9660034      0.842838824     l, k, lat, lon, s
          68          71  -30.9549999      -72.4789963      0.664538264     l, k, lat, lon, s
          69          52  -30.9549999      -72.0810013      0.672281861     l, k, lat, lon, s
          75          15  -30.8780003      -71.3020020      0.720482349     l, k, lat, lon, s
          75          45  -30.8530006      -71.9280014      0.923426032     l, k, lat, lon, s
          77          51  -30.8110008      -72.0520020      0.742330730     l, k, lat, lon, s
          81          37  -30.7520008      -71.7549973      0.868051469     l, k, lat, lon, s
          90          67  -30.5620003      -72.3710022      0.527209401     l, k, lat, lon, s
          91          63  -30.5480003      -72.2870026      0.575384378     l, k, lat, lon, s
         105          56  -30.3020000      -72.1259995      0.935833573     l, k, lat, lon, s
         109          47  -30.2380009      -71.9349976      0.898027480     l, k, lat, lon, s
         120           4  -30.0750008      -71.0339966      0.844744563     l, k, lat, lon, s
