          12          36  -31.9960003      -71.8030014      0.753477812     l, k, lat, lon, s
          15          14  -31.9599991      -71.3349991      0.764589965     l, k, lat, lon, s
          42          48  -31.4449997      -72.0250015      0.694166601     l, k, lat, lon, s
          46          23  -31.3939991      -71.4960022      0.690421581     l, k, lat, lon, s
          52          24  -31.2849998      -71.5110016      0.698658526     l, k, lat, lon, s
          61          49  -31.1009998      -72.0260010      0.730722249     l, k, lat, lon, s
          67          29  -31.0109997      -71.6019974       1.00000000     l, k, lat, lon, s
          75          41  -30.8560009      -71.8450012      0.637003601     l, k, lat, lon, s
          86          53  -30.6469994      -72.0839996      0.618514240     l, k, lat, lon, s
          89           2  -30.6350002      -71.0179977      0.774128139     l, k, lat, lon, s
          89          12  -30.6280003      -71.2269974      0.773780584     l, k, lat, lon, s
          91          45  -30.5639992      -71.9120026      0.857191324     l, k, lat, lon, s
          91          65  -30.5459995      -72.3280029      0.667582095     l, k, lat, lon, s
          93          15  -30.5529995      -71.2860031      0.781624436     l, k, lat, lon, s
          99          34  -30.4300003      -71.6750031      0.578073978     l, k, lat, lon, s
         115          19  -30.1539993      -71.3489990      0.695107222     l, k, lat, lon, s
         115          31  -30.1439991      -71.5979996      0.695557594     l, k, lat, lon, s
         115          38  -30.1380005      -71.7429962      0.823414624     l, k, lat, lon, s
         120          33  -30.0520000      -71.6340027      0.797380865     l, k, lat, lon, s
         121          49  -30.0200005      -71.9649963      0.693040967     l, k, lat, lon, s
