          15          14  -31.9599991      -71.3349991      0.820028424     l, k, lat, lon, s
          19          69  -31.8390007      -72.4929962      0.793473184     l, k, lat, lon, s
          42          48  -31.4449997      -72.0250015      0.698483944     l, k, lat, lon, s
          46          23  -31.3939991      -71.4960022      0.843496144     l, k, lat, lon, s
          49          43  -31.3230000      -71.9130020      0.737236261     l, k, lat, lon, s
          52          24  -31.2849998      -71.5110016      0.704697073     l, k, lat, lon, s
          61          49  -31.1009998      -72.0260010      0.729487777     l, k, lat, lon, s
          67          45  -30.9969997      -71.9369965      0.760738850     l, k, lat, lon, s
          75          41  -30.8560009      -71.8450012      0.924406350     l, k, lat, lon, s
          80           8  -30.7929993      -71.1510010      0.735629499     l, k, lat, lon, s
          80          33  -30.7730007      -71.6729965      0.877523661     l, k, lat, lon, s
          82          58  -30.7150002      -72.1920013      0.737275064     l, k, lat, lon, s
          88          70  -30.5949993      -72.4359970      0.894078255     l, k, lat, lon, s
          89           2  -30.6350002      -71.0179977      0.867088199     l, k, lat, lon, s
          93          15  -30.5529995      -71.2860031      0.960725605     l, k, lat, lon, s
          99          34  -30.4300003      -71.6750031      0.789941490     l, k, lat, lon, s
         109           3  -30.2740002      -71.0220032      0.639241755     l, k, lat, lon, s
         112           7  -30.2169991      -71.1029968      0.504623830     l, k, lat, lon, s
         115          38  -30.1380005      -71.7429962      0.925709307     l, k, lat, lon, s
         118          20  -30.0990009      -71.3669968      0.656880379     l, k, lat, lon, s
