           2          17  -32.1920013      -71.4110031      0.700100124     l, k, lat, lon, s
           3          37  -32.1570015      -71.8330002      0.872214079     l, k, lat, lon, s
          10          36  -32.0320015      -71.8050003      0.762471676     l, k, lat, lon, s
          17           2  -31.9330006      -71.0800018      0.872798502     l, k, lat, lon, s
          27          13  -31.7439995      -71.3030014      0.615262210     l, k, lat, lon, s
          40          46  -31.4820004      -71.9850006      0.912700653     l, k, lat, lon, s
          42          18  -31.4699993      -71.3949966      0.666231692     l, k, lat, lon, s
          43          44  -31.4300003      -71.9400024      0.973267198     l, k, lat, lon, s
          45          66  -31.3740005      -72.4000015      0.712042272     l, k, lat, lon, s
          47          51  -31.3519993      -72.0830002      0.690985680     l, k, lat, lon, s
          54          53  -31.2240009      -72.1179962      0.618155181     l, k, lat, lon, s
          59          61  -31.1259995      -72.2799988      0.784775674     l, k, lat, lon, s
          69          56  -30.9510002      -72.1640015      0.807705283     l, k, lat, lon, s
          79          35  -30.7889996      -71.7160034      0.757328987     l, k, lat, lon, s
          79          64  -30.7630005      -72.3209991      0.820404172     l, k, lat, lon, s
          80          62  -30.7469997      -72.2779999       1.00000000     l, k, lat, lon, s
          91          48  -30.5620003      -71.9749985      0.645553529     l, k, lat, lon, s
         109           5  -30.2719994      -71.0640030      0.824842870     l, k, lat, lon, s
         117          25  -30.1130009      -71.4710007      0.781454384     l, k, lat, lon, s
         121          19  -30.0450001      -71.3430023      0.762416661     l, k, lat, lon, s
