          21          48  -31.8230000      -72.0469971      0.741759777     l, k, lat, lon, s
          30          63  -31.6469994      -72.3539963      0.819136977     l, k, lat, lon, s
          35          69  -31.5510006      -72.4739990      0.652881682     l, k, lat, lon, s
          38          10  -31.5480003      -71.2300034      0.665034831     l, k, lat, lon, s
          42          60  -31.4340000      -72.2770004      0.812175274     l, k, lat, lon, s
          44          46  -31.4099998      -71.9810028      0.729463995     l, k, lat, lon, s
          47          62  -31.3419991      -72.3140030      0.699016988     l, k, lat, lon, s
          48           9  -31.3689995      -71.1999969      0.726843953     l, k, lat, lon, s
          50          42  -31.3059998      -71.8909988      0.641343236     l, k, lat, lon, s
          56          34  -31.2049999      -71.7170029      0.723934472     l, k, lat, lon, s
          62           3  -31.1210003      -71.0619965      0.694810390     l, k, lat, lon, s
          75          19  -30.8740005      -71.3850021      0.829918504     l, k, lat, lon, s
          78          38  -30.8050003      -71.7789993      0.625814557     l, k, lat, lon, s
          79          20  -30.8020000      -71.4029999      0.971807837     l, k, lat, lon, s
          87          16  -30.6609993      -71.3119965      0.714537442     l, k, lat, lon, s
          89          50  -30.5960007      -72.0179977      0.691052377     l, k, lat, lon, s
          92          46  -30.5459995      -71.9319992      0.488508016     l, k, lat, lon, s
         100          11  -30.4300003      -71.1959991      0.444605380     l, k, lat, lon, s
         104          69  -30.3080006      -72.3970032      0.719772279     l, k, lat, lon, s
         120          38  -30.0480003      -71.7379990      0.761155963     l, k, lat, lon, s
