           1          49  -32.1819992      -72.0899963      0.854131341     l, k, lat, lon, s
          16          45  -31.9160004      -71.9889984       1.00000000     l, k, lat, lon, s
          18          30  -31.8929996      -71.6699982      0.815394104     l, k, lat, lon, s
          23           6  -31.8220005      -71.1589966      0.706607163     l, k, lat, lon, s
          26          31  -31.7479992      -71.6839981      0.797545314     l, k, lat, lon, s
          27          43  -31.7189999      -71.9359970      0.784772933     l, k, lat, lon, s
          30          64  -31.6459999      -72.3750000      0.964631796     l, k, lat, lon, s
          39          50  -31.4969997      -72.0709991      0.923330247     l, k, lat, lon, s
          49          58  -31.3090000      -72.2279968      0.982725799     l, k, lat, lon, s
          64          12  -31.0779991      -71.2490005      0.634743273     l, k, lat, lon, s
          64          54  -31.0429993      -72.1279984      0.763234079     l, k, lat, lon, s
          66           7  -31.0459995      -71.1419983      0.768667817     l, k, lat, lon, s
          74          26  -30.8869991      -71.5329971      0.939013243     l, k, lat, lon, s
          79          20  -30.8020000      -71.4029999      0.799706757     l, k, lat, lon, s
          86          66  -30.6350002      -72.3550034      0.833128750     l, k, lat, lon, s
         102          21  -30.3859997      -71.4020004      0.783843160     l, k, lat, lon, s
         105           3  -30.3460007      -71.0250015      0.886734903     l, k, lat, lon, s
         107          21  -30.2959995      -71.3980026      0.888242781     l, k, lat, lon, s
         117          22  -30.1149998      -71.4089966      0.909779847     l, k, lat, lon, s
         121          65  -30.0060005      -72.2959976      0.737907887     l, k, lat, lon, s
