          12          36  -31.9960003      -71.8030014      0.819396377     l, k, lat, lon, s
          15          14  -31.9599991      -71.3349991      0.740826666     l, k, lat, lon, s
          42          48  -31.4449997      -72.0250015      0.733132243     l, k, lat, lon, s
          46          23  -31.3939991      -71.4960022      0.741485834     l, k, lat, lon, s
          52          24  -31.2849998      -71.5110016      0.747043729     l, k, lat, lon, s
          61          49  -31.1009998      -72.0260010      0.775539815     l, k, lat, lon, s
          67          29  -31.0109997      -71.6019974      0.854630351     l, k, lat, lon, s
          75          41  -30.8560009      -71.8450012       1.00000000     l, k, lat, lon, s
          86          53  -30.6469994      -72.0839996      0.806099474     l, k, lat, lon, s
          89           2  -30.6350002      -71.0179977      0.870131671     l, k, lat, lon, s
          89          12  -30.6280003      -71.2269974      0.850018680     l, k, lat, lon, s
          91          45  -30.5639992      -71.9120026      0.816854239     l, k, lat, lon, s
          91          65  -30.5459995      -72.3280029      0.873442411     l, k, lat, lon, s
          93          15  -30.5529995      -71.2860031      0.898322284     l, k, lat, lon, s
          99          34  -30.4300003      -71.6750031      0.681354225     l, k, lat, lon, s
         115          19  -30.1539993      -71.3489990      0.548307896     l, k, lat, lon, s
         115          31  -30.1439991      -71.5979996      0.865263522     l, k, lat, lon, s
         115          38  -30.1380005      -71.7429962      0.661141515     l, k, lat, lon, s
         120          33  -30.0520000      -71.6340027      0.793036938     l, k, lat, lon, s
         121          49  -30.0200005      -71.9649963      0.778421879     l, k, lat, lon, s
