           3          68  -32.1279984      -72.4899979      0.585709870     l, k, lat, lon, s
          13          68  -31.9480000      -72.4779968      0.743066728     l, k, lat, lon, s
          25          46  -31.7530003      -72.0009995      0.571349502     l, k, lat, lon, s
          32          63  -31.6110001      -72.3519974      0.491071165     l, k, lat, lon, s
          37          31  -31.5489998      -71.6729965      0.645303905     l, k, lat, lon, s
          38          17  -31.5429993      -71.3769989      0.714455962     l, k, lat, lon, s
          45          19  -31.4150009      -71.4130020      0.676484108     l, k, lat, lon, s
          46           9  -31.4050007      -71.2020035      0.586898565     l, k, lat, lon, s
          46          45  -31.3750000      -71.9580002      0.504582107     l, k, lat, lon, s
          49          51  -31.3160000      -72.0810013      0.652347386     l, k, lat, lon, s
          76          39  -30.8400002      -71.8020020      0.658214748     l, k, lat, lon, s
          82          58  -30.7150002      -72.1920013      0.646854401     l, k, lat, lon, s
          88          47  -30.6170006      -71.9570007      0.580361307     l, k, lat, lon, s
          91          16  -30.5879993      -71.3079987      0.786811054     l, k, lat, lon, s
         100          18  -30.4249992      -71.3420029      0.660254717     l, k, lat, lon, s
         109          52  -30.2339993      -72.0390015      0.686832666     l, k, lat, lon, s
         117          42  -30.0990009      -71.8239975      0.921242356     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.985462487     l, k, lat, lon, s
         118          18  -30.1000004      -71.3249969      0.631377697     l, k, lat, lon, s
         120          32  -30.0529995      -71.6139984      0.597399414     l, k, lat, lon, s
