           8          20  -32.0810013      -71.4789963      0.248930410     l, k, lat, lon, s
          15          28  -31.9480000      -71.6350021      0.317467988     l, k, lat, lon, s
          23          36  -31.7980003      -71.7910004      0.906608582     l, k, lat, lon, s
          26          23  -31.7539997      -71.5230026      0.180705920     l, k, lat, lon, s
          30          34  -31.6730003      -71.7429962      0.949102044     l, k, lat, lon, s
          31          14  -31.6709995      -71.3349991      0.265710264     l, k, lat, lon, s
          45          31  -31.4050007      -71.6669998      0.344951689     l, k, lat, lon, s
          48          35  -31.3479996      -71.7450027      0.936417580     l, k, lat, lon, s
          53          20  -31.2700005      -71.4369965      0.219037682     l, k, lat, lon, s
          54          16  -31.2549992      -71.3550034      0.267915130     l, k, lat, lon, s
          60          48  -31.1210003      -71.9970016       1.00000000     l, k, lat, lon, s
          62          53  -31.0799999      -72.0960007      0.932610929     l, k, lat, lon, s
          80          14  -30.7880001      -71.2910004      0.221875772     l, k, lat, lon, s
          85          21  -30.6919994      -71.4270020      0.182790995     l, k, lat, lon, s
          94          42  -30.5130005      -71.8410034      0.925799787     l, k, lat, lon, s
          99          49  -30.4169998      -71.9769974      0.949866295     l, k, lat, lon, s
         103          34  -30.3579998      -71.6709976      0.955176234     l, k, lat, lon, s
         106          12  -30.3209991      -71.2269974      0.245869935     l, k, lat, lon, s
         111          24  -30.2210007      -71.4629974      0.321463406     l, k, lat, lon, s
         121          12  -30.0499992      -71.2139969      0.167758837     l, k, lat, lon, s
