           8          56  -32.0499992      -72.2139969      0.980077446     l, k, lat, lon, s
          12          36  -31.9960003      -71.8020020      0.927095771     l, k, lat, lon, s
          18          38  -31.8859997      -71.8369980      0.973379552     l, k, lat, lon, s
          37          53  -31.5310001      -72.1220016      0.910636425     l, k, lat, lon, s
          59          31  -31.1529999      -71.6539993      0.294230551     l, k, lat, lon, s
          63          51  -31.0639992      -72.0540009      0.830005825     l, k, lat, lon, s
          67          29  -31.0100002      -71.6050034      0.250178337     l, k, lat, lon, s
          68          14  -31.0039997      -71.3010025      0.242514610     l, k, lat, lon, s
          71          57  -30.9150009      -72.1669998      0.818728030     l, k, lat, lon, s
          73          47  -30.8869991      -71.9629974      0.839924991     l, k, lat, lon, s
          86          53  -30.6480007      -72.0699997      0.947622240     l, k, lat, lon, s
          89          12  -30.6270008      -71.2419968      0.223485187     l, k, lat, lon, s
          91          45  -30.5650005      -71.9039993      0.991976023     l, k, lat, lon, s
          91          65  -30.5470009      -72.3059998       1.00000000     l, k, lat, lon, s
          99          65  -30.4029999      -72.2979965      0.956773400     l, k, lat, lon, s
         107          13  -30.3020000      -71.2460022      0.177316010     l, k, lat, lon, s
         115          19  -30.1529999      -71.3590012      0.257068574     l, k, lat, lon, s
         115          31  -30.1439991      -71.5999985      0.220671669     l, k, lat, lon, s
         120          33  -30.0520000      -71.6350021      0.170799315     l, k, lat, lon, s
         121          49  -30.0209999      -71.9540024      0.930657268     l, k, lat, lon, s
