           7          14  -32.1030006      -71.3570023      0.238484070     l, k, lat, lon, s
           8          20  -32.0810013      -71.4789963      0.360108823     l, k, lat, lon, s
          26          23  -31.7539997      -71.5230026      0.284009874     l, k, lat, lon, s
          38          26  -31.5349998      -71.5719986      0.264251441     l, k, lat, lon, s
          50          28  -31.3180008      -71.6019974      0.314714283     l, k, lat, lon, s
          52          22  -31.2859993      -71.4779968      0.413923472     l, k, lat, lon, s
          53          19  -31.2709999      -71.4160004      0.446326435     l, k, lat, lon, s
          53          20  -31.2700005      -71.4369965      0.467791408     l, k, lat, lon, s
          54          16  -31.2549992      -71.3550034      0.357055366     l, k, lat, lon, s
          60          48  -31.1210003      -71.9970016      0.889831007     l, k, lat, lon, s
          62          53  -31.0799999      -72.0960007      0.791681409     l, k, lat, lon, s
          85          21  -30.6919994      -71.4270020      0.239883542     l, k, lat, lon, s
          89          25  -30.6170006      -71.5039978      0.313976437     l, k, lat, lon, s
          94          42  -30.5130005      -71.8410034      0.874884605     l, k, lat, lon, s
          99          31  -30.4319992      -71.6149979      0.208426297     l, k, lat, lon, s
         102          32  -30.3770008      -71.6320038      0.434740126     l, k, lat, lon, s
         103          34  -30.3579998      -71.6709976       1.00000000     l, k, lat, lon, s
         105          64  -30.2959995      -72.2710037      0.853537917     l, k, lat, lon, s
         106          56  -30.2849998      -72.1100006      0.875422895     l, k, lat, lon, s
         111          24  -30.2210007      -71.4629974      0.313287705     l, k, lat, lon, s
