           6          36  -32.1040001      -71.8089981      0.722742438     l, k, lat, lon, s
           9          20  -32.0629997      -71.4680023      0.632958412     l, k, lat, lon, s
          16          70  -31.8920002      -72.5169983      0.810031772     l, k, lat, lon, s
          19           9  -31.8910007      -71.2259979      0.855287254     l, k, lat, lon, s
          24          23  -31.7900009      -71.5169983      0.971115708     l, k, lat, lon, s
          30          71  -31.6389999      -72.5220032      0.691462040     l, k, lat, lon, s
          32          25  -31.6450005      -71.5510025      0.833272696     l, k, lat, lon, s
          35          54  -31.5650005      -72.1589966      0.855141580     l, k, lat, lon, s
          35          68  -31.5520000      -72.4530029      0.751493931     l, k, lat, lon, s
          43          22  -31.4489994      -71.4779968       1.00000000     l, k, lat, lon, s
          76          54  -30.8269997      -72.1149979      0.853827715     l, k, lat, lon, s
          80          34  -30.7719994      -71.6940002      0.899423003     l, k, lat, lon, s
          90          44  -30.5830002      -71.8919983      0.769821346     l, k, lat, lon, s
          93          24  -30.5459995      -71.4729996      0.764199495     l, k, lat, lon, s
          96          64  -30.4570007      -72.3020020      0.809624434     l, k, lat, lon, s
          98          16  -30.4619999      -71.3020020      0.840365171     l, k, lat, lon, s
         100          68  -30.3810005      -72.3809967      0.777158797     l, k, lat, lon, s
         106          45  -30.2940006      -71.8970032      0.679967284     l, k, lat, lon, s
         112          14  -30.2110004      -71.2480011      0.687405527     l, k, lat, lon, s
         119          14  -30.0849991      -71.2419968      0.726247072     l, k, lat, lon, s
