          18          50  -31.8750000      -72.0930023      0.562562466     l, k, lat, lon, s
          18          52  -31.8729992      -72.1350021      0.724136293     l, k, lat, lon, s
          21          14  -31.8519993      -71.3300018      0.821992934     l, k, lat, lon, s
          24          17  -31.7950001      -71.3899994      0.920669556     l, k, lat, lon, s
          26          30  -31.7479992      -71.6630020      0.834948480     l, k, lat, lon, s
          34          70  -31.5680008      -72.4970016      0.886556327     l, k, lat, lon, s
          37          61  -31.5230007      -72.3040009       1.00000000     l, k, lat, lon, s
          48          44  -31.3400002      -71.9349976      0.956573546     l, k, lat, lon, s
          51           9  -31.3150005      -71.1979980      0.763661265     l, k, lat, lon, s
          54          68  -31.2099991      -72.4319992      0.780085862     l, k, lat, lon, s
          56           9  -31.2250004      -71.1930008      0.750291407     l, k, lat, lon, s
          56          37  -31.2019997      -71.7799988      0.933684587     l, k, lat, lon, s
          70          15  -30.9680004      -71.3059998      0.826994002     l, k, lat, lon, s
          79          68  -30.7590008      -72.4039993      0.906867266     l, k, lat, lon, s
          80          50  -30.7579994      -72.0279999      0.789904475     l, k, lat, lon, s
          83          32  -30.7199993      -71.6490021      0.637224674     l, k, lat, lon, s
          84          15  -30.7150002      -71.2939987      0.764161408     l, k, lat, lon, s
          84          37  -30.6970005      -71.7519989      0.836166441     l, k, lat, lon, s
          94          10  -30.5389996      -71.1809998      0.811894119     l, k, lat, lon, s
          94          48  -30.5079994      -71.9710007      0.847385705     l, k, lat, lon, s
