           1          38  -32.1920013      -71.8570023      0.470535338     l, k, lat, lon, s
           2          36  -32.1759987      -71.8130035      0.383025527     l, k, lat, lon, s
          18          52  -31.8729992      -72.1350021      0.850172222     l, k, lat, lon, s
          28          16  -31.7240009      -71.3659973      0.876368582     l, k, lat, lon, s
          44          21  -31.4319992      -71.4560013      0.758926272     l, k, lat, lon, s
          49          32  -31.3320007      -71.6819992      0.601955771     l, k, lat, lon, s
          52          34  -31.2770004      -71.7210007       1.00000000     l, k, lat, lon, s
          54          32  -31.2420006      -71.6770020      0.708013475     l, k, lat, lon, s
          55          11  -31.2409992      -71.2360001      0.610243917     l, k, lat, lon, s
          65          56  -31.0230007      -72.1689987      0.652709901     l, k, lat, lon, s
          75           4  -30.8859997      -71.0719986      0.707196891     l, k, lat, lon, s
          77          24  -30.8339996      -71.4879990      0.727485418     l, k, lat, lon, s
          81          23  -30.7630005      -71.4629974      0.699295223     l, k, lat, lon, s
          84           5  -30.7229996      -71.0849991      0.707595527     l, k, lat, lon, s
          87          67  -30.6159992      -72.3740005      0.726781905     l, k, lat, lon, s
          91          23  -30.5830002      -71.4540024      0.825882971     l, k, lat, lon, s
          92          10  -30.5750008      -71.1819992      0.938237131     l, k, lat, lon, s
         101          29  -30.3980007      -71.5690002      0.697484910     l, k, lat, lon, s
         103          43  -30.3500004      -71.8580017      0.776928604     l, k, lat, lon, s
         114          58  -30.1380005      -72.1579971      0.809982717     l, k, lat, lon, s
