           4          25  -32.1489983      -71.5849991      0.969478488     l, k, lat, lon, s
          10          59  -32.0120010      -72.2740021      0.518894136     l, k, lat, lon, s
          11          20  -32.0270004      -71.4759979       1.00000000     l, k, lat, lon, s
          11          52  -32.0000000      -72.1299973      0.561200380     l, k, lat, lon, s
          26          45  -31.7360001      -71.9710007      0.597053468     l, k, lat, lon, s
          29          47  -31.6800003      -72.0090027      0.710488021     l, k, lat, lon, s
          40          48  -31.4810009      -72.0169983      0.560701370     l, k, lat, lon, s
          42          38  -31.4540005      -71.8119965      0.712526917     l, k, lat, lon, s
          49          22  -31.3400002      -71.4810028      0.820774257     l, k, lat, lon, s
          55          46  -31.2129993      -71.9609985      0.806481361     l, k, lat, lon, s
          61          65  -31.0879993      -72.3389969      0.682237387     l, k, lat, lon, s
          72          30  -30.9190006      -71.6210022      0.735376537     l, k, lat, lon, s
          75          16  -30.8759995      -71.3349991      0.871909678     l, k, lat, lon, s
          78          21  -30.8180008      -71.4339981      0.968062282     l, k, lat, lon, s
          84          47  -30.6889992      -71.9520035      0.743469477     l, k, lat, lon, s
          86          46  -30.6539993      -71.9290009      0.784621537     l, k, lat, lon, s
          88          51  -30.6140003      -72.0279999      0.664897263     l, k, lat, lon, s
          89          30  -30.6130009      -71.6050034      0.753340006     l, k, lat, lon, s
         105          60  -30.2989998      -72.1910019      0.614158392     l, k, lat, lon, s
         111          40  -30.2089996      -71.7839966      0.781144977     l, k, lat, lon, s
