           1          38  -32.1920013      -71.8539963      0.590115130     l, k, lat, lon, s
           2          36  -32.1759987      -71.8119965      0.481698424     l, k, lat, lon, s
          18          52  -31.8740005      -72.1220016      0.701865256     l, k, lat, lon, s
          28          16  -31.7229996      -71.3779984      0.706690431     l, k, lat, lon, s
          44          21  -31.4309998      -71.4649963      0.793817461     l, k, lat, lon, s
          49          32  -31.3320007      -71.6839981      0.852392673     l, k, lat, lon, s
          52          34  -31.2770004      -71.7210007      0.823660791     l, k, lat, lon, s
          54          32  -31.2420006      -71.6790009      0.762546599     l, k, lat, lon, s
          55          11  -31.2409992      -71.2519989      0.899130583     l, k, lat, lon, s
          65          56  -31.0240002      -72.1529999      0.672864318     l, k, lat, lon, s
          75           4  -30.8850002      -71.0930023      0.895761549     l, k, lat, lon, s
          77          24  -30.8339996      -71.4950027      0.688833416     l, k, lat, lon, s
          81          23  -30.7630005      -71.4710007      0.757494748     l, k, lat, lon, s
          84           5  -30.7220001      -71.1060028       1.00000000     l, k, lat, lon, s
          87          67  -30.6170006      -72.3509979      0.566007793     l, k, lat, lon, s
          91          23  -30.5830002      -71.4619980      0.832835555     l, k, lat, lon, s
          92          10  -30.5739994      -71.1989975      0.924775779     l, k, lat, lon, s
         101          29  -30.3980007      -71.5729980      0.915838242     l, k, lat, lon, s
         103          43  -30.3500004      -71.8519974      0.748099029     l, k, lat, lon, s
         114          58  -30.1389999      -72.1409988      0.607949734     l, k, lat, lon, s
