           5          42  -32.1170006      -71.9319992      0.624714136     l, k, lat, lon, s
          15          34  -31.9430008      -71.7580032      0.779469132     l, k, lat, lon, s
          16          15  -31.9400005      -71.3690033      0.882838130     l, k, lat, lon, s
          18          43  -31.8820000      -71.9380035      0.690709412     l, k, lat, lon, s
          29          23  -31.7000008      -71.5199966      0.757730126     l, k, lat, lon, s
          30          58  -31.6520004      -72.2310028      0.638224959     l, k, lat, lon, s
          35          13  -31.5990009      -71.3109970       1.00000000     l, k, lat, lon, s
          36          37  -31.5620003      -71.7979965      0.603881061     l, k, lat, lon, s
          42          14  -31.4729996      -71.3249969      0.966558576     l, k, lat, lon, s
          53          67  -31.2299995      -72.3889999      0.437071443     l, k, lat, lon, s
          55          57  -31.2029991      -72.1839981      0.588446438     l, k, lat, lon, s
          60          67  -31.1040001      -72.3809967      0.457439631     l, k, lat, lon, s
          61          27  -31.1200008      -71.5709991      0.804347098     l, k, lat, lon, s
          68          54  -30.9710007      -72.1090012      0.477634192     l, k, lat, lon, s
          74          23  -30.8889999      -71.4779968      0.725293219     l, k, lat, lon, s
          87          24  -30.6539993      -71.4860001      0.742507219     l, k, lat, lon, s
          87          29  -30.6499996      -71.5859985      0.620540023     l, k, lat, lon, s
          94           9  -30.5389996      -71.1770020      0.897321045     l, k, lat, lon, s
          99           8  -30.4500008      -71.1529999      0.798814237     l, k, lat, lon, s
         119          11  -30.0869999      -71.1959991      0.820456982     l, k, lat, lon, s
