          13          25  -31.9869995      -71.5759964      0.875169218     l, k, lat, lon, s
          18          50  -31.8759995      -72.0810013      0.726742864     l, k, lat, lon, s
          24          36  -31.7789993      -71.7900009      0.697330236     l, k, lat, lon, s
          25          52  -31.7479992      -72.1149979      0.571107328     l, k, lat, lon, s
          30           8  -31.6930008      -71.2139969      0.971520603     l, k, lat, lon, s
          35          66  -31.5550003      -72.3880005      0.626748502     l, k, lat, lon, s
          45          39  -31.3990002      -71.8300018      0.647874653     l, k, lat, lon, s
          50           6  -31.3339996      -71.1549988      0.941720188     l, k, lat, lon, s
          51          63  -31.2700005      -72.3099976      0.586520970     l, k, lat, lon, s
          52          36  -31.2749996      -71.7620010      0.639912665     l, k, lat, lon, s
          56          33  -31.2049999      -71.6969986      0.734791756     l, k, lat, lon, s
          59           4  -31.1739998      -71.1070023       1.00000000     l, k, lat, lon, s
          77          48  -30.8139992      -71.9789963      0.653864682     l, k, lat, lon, s
          78          62  -30.7840004      -72.2600021      0.514992714     l, k, lat, lon, s
          86          23  -30.6730003      -71.4660034      0.827189445     l, k, lat, lon, s
          89          50  -30.5970001      -72.0070038      0.633489430     l, k, lat, lon, s
         115          48  -30.1299992      -71.9400024      0.640108347     l, k, lat, lon, s
         118          51  -30.0730000      -71.9970016      0.630513072     l, k, lat, lon, s
         119          37  -30.0669994      -71.7160034      0.306580245     l, k, lat, lon, s
         120          37  -30.0489998      -71.7149963      0.222695529     l, k, lat, lon, s
