           1          34  -32.1959991      -71.7720032      0.836923361     l, k, lat, lon, s
           7          54  -32.0699997      -72.1750031      0.801234782     l, k, lat, lon, s
          22          28  -31.8220005      -71.6289978      0.896523535     l, k, lat, lon, s
          28          21  -31.7189999      -71.4800034      0.900045097     l, k, lat, lon, s
          51           2  -31.3190002      -71.0729980      0.874956369     l, k, lat, lon, s
          59          66  -31.1229992      -72.3619995      0.718130708     l, k, lat, lon, s
          65          14  -31.0580006      -71.3040009      0.863301516     l, k, lat, lon, s
          71          16  -30.9480000      -71.3389969      0.815688670     l, k, lat, lon, s
          76           5  -30.8659992      -71.1129990      0.735879004     l, k, lat, lon, s
          78          41  -30.8020000      -71.8369980      0.825955629     l, k, lat, lon, s
          81          17  -30.7670002      -71.3499985      0.722260296     l, k, lat, lon, s
          81          39  -30.7500000      -71.7939987      0.739905596     l, k, lat, lon, s
          85          29  -30.6860008      -71.5879974      0.623615563     l, k, lat, lon, s
          89          19  -30.6219997      -71.3830032      0.791247189     l, k, lat, lon, s
          91          17  -30.5869999      -71.3410034       1.00000000     l, k, lat, lon, s
          91          34  -30.5739994      -71.6829987      0.775616407     l, k, lat, lon, s
         100          59  -30.3899994      -72.1760025      0.857763767     l, k, lat, lon, s
         107          25  -30.2929993      -71.4869995      0.943053663     l, k, lat, lon, s
         116           3  -30.1469994      -71.0380020      0.759739041     l, k, lat, lon, s
         116          53  -30.1070004      -72.0390015      0.864010751     l, k, lat, lon, s
