           7          22  -32.0970001      -71.5210037      0.687777162     l, k, lat, lon, s
          17          57  -31.8869991      -72.2249985      0.689687192     l, k, lat, lon, s
          18          10  -31.9080009      -71.2649994      0.834879696     l, k, lat, lon, s
          22          35  -31.8160000      -71.7710037      0.746872008     l, k, lat, lon, s
          44          43  -31.4130001      -71.9120026      0.813462555     l, k, lat, lon, s
          45          22  -31.4120007      -71.4850006      0.858184814     l, k, lat, lon, s
          47          38  -31.3630009      -71.8069992      0.798247576     l, k, lat, lon, s
          65           8  -31.0629997      -71.1829987      0.775503933     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.781582713     l, k, lat, lon, s
          67          42  -31.0000000      -71.8679962      0.934843481     l, k, lat, lon, s
          75          28  -30.8670006      -71.5780029      0.761093974     l, k, lat, lon, s
          75          56  -30.8439999      -72.1419983      0.806188047     l, k, lat, lon, s
          80          21  -30.7819996      -71.4319992      0.821391761     l, k, lat, lon, s
          85          14  -30.6980000      -71.2860031      0.524464786     l, k, lat, lon, s
          87          33  -30.6469994      -71.6669998      0.719548702     l, k, lat, lon, s
          90          61  -30.5690002      -72.2269974      0.923939347     l, k, lat, lon, s
          92          21  -30.5660000      -71.4209976       1.00000000     l, k, lat, lon, s
         100          32  -30.4130001      -71.6340027      0.904978096     l, k, lat, lon, s
         100          66  -30.3840008      -72.3170013      0.836398542     l, k, lat, lon, s
         110          13  -30.2479992      -71.2440033      0.701282561     l, k, lat, lon, s
