           6          20  -32.1170006      -71.4810028       1.00000000     l, k, lat, lon, s
          17          48  -31.8950005      -72.0419998      0.336427987     l, k, lat, lon, s
          18           5  -31.9120007      -71.1630020      0.758771598     l, k, lat, lon, s
          18          15  -31.9039993      -71.3669968      0.756170213     l, k, lat, lon, s
          20          27  -31.8589993      -71.6100006      0.653604805     l, k, lat, lon, s
          20          71  -31.8209991      -72.5070038      0.397105336     l, k, lat, lon, s
          21          53  -31.8190002      -72.1389999      0.478412449     l, k, lat, lon, s
          24          50  -31.7679996      -72.0749969      0.445977420     l, k, lat, lon, s
          38          57  -31.5090008      -72.2020035      0.418363541     l, k, lat, lon, s
          47          16  -31.3810005      -71.3610001      0.818735838     l, k, lat, lon, s
          49          45  -31.3209991      -71.9469986      0.512053967     l, k, lat, lon, s
          57          10  -31.2049999      -71.2300034      0.792401016     l, k, lat, lon, s
          65           1  -31.0680008      -71.0410004      0.770441234     l, k, lat, lon, s
          67          34  -31.0060005      -71.7060013      0.591475129     l, k, lat, lon, s
          70          23  -30.9610004      -71.4810028      0.693324149     l, k, lat, lon, s
          84          27  -30.7059994      -71.5490036      0.815972686     l, k, lat, lon, s
          86          49  -30.6509991      -71.9899979      0.529450536     l, k, lat, lon, s
          93          30  -30.5410004      -71.6009979      0.568667173     l, k, lat, lon, s
          95          54  -30.4850006      -72.0810013      0.549803853     l, k, lat, lon, s
         115          20  -30.1520004      -71.3789978      0.820943832     l, k, lat, lon, s
