           1          34  -32.1959991      -71.7720032      0.752354026     l, k, lat, lon, s
           7          54  -32.0699997      -72.1750031      0.641813874     l, k, lat, lon, s
          22          28  -31.8220005      -71.6289978      0.875493109     l, k, lat, lon, s
          28          21  -31.7189999      -71.4800034      0.911003053     l, k, lat, lon, s
          51           2  -31.3190002      -71.0729980      0.981760740     l, k, lat, lon, s
          59          66  -31.1229992      -72.3619995      0.460666358     l, k, lat, lon, s
          65          14  -31.0580006      -71.3040009      0.895931304     l, k, lat, lon, s
          71          16  -30.9480000      -71.3389969      0.869111598     l, k, lat, lon, s
          76           5  -30.8659992      -71.1129990      0.743635774     l, k, lat, lon, s
          78          41  -30.8020000      -71.8369980      0.672013581     l, k, lat, lon, s
          81          17  -30.7670002      -71.3499985      0.747329712     l, k, lat, lon, s
          81          39  -30.7500000      -71.7939987      0.554097533     l, k, lat, lon, s
          85          29  -30.6860008      -71.5879974      0.541519225     l, k, lat, lon, s
          89          19  -30.6219997      -71.3830032      0.790309489     l, k, lat, lon, s
          91          17  -30.5869999      -71.3410034       1.00000000     l, k, lat, lon, s
          91          34  -30.5739994      -71.6829987      0.636245489     l, k, lat, lon, s
         100          59  -30.3899994      -72.1760025      0.642943621     l, k, lat, lon, s
         107          25  -30.2929993      -71.4869995      0.786379039     l, k, lat, lon, s
         116           3  -30.1469994      -71.0380020      0.854569256     l, k, lat, lon, s
         116          53  -30.1070004      -72.0390015      0.671640158     l, k, lat, lon, s
