          15          14  -31.9599991      -71.3349991      0.735829651     l, k, lat, lon, s
          19          69  -31.8390007      -72.4929962      0.739884138     l, k, lat, lon, s
          42          48  -31.4449997      -72.0250015      0.693489373     l, k, lat, lon, s
          46          23  -31.3939991      -71.4960022      0.851030767     l, k, lat, lon, s
          49          43  -31.3230000      -71.9130020      0.784527838     l, k, lat, lon, s
          52          24  -31.2849998      -71.5110016      0.731766582     l, k, lat, lon, s
          61          49  -31.1009998      -72.0260010      0.944884121     l, k, lat, lon, s
          67          45  -30.9969997      -71.9369965      0.995445788     l, k, lat, lon, s
          75          41  -30.8560009      -71.8450012      0.794268608     l, k, lat, lon, s
          80           8  -30.7929993      -71.1510010      0.807150304     l, k, lat, lon, s
          80          33  -30.7730007      -71.6729965      0.927466571     l, k, lat, lon, s
          82          58  -30.7150002      -72.1920013      0.840159059     l, k, lat, lon, s
          88          70  -30.5949993      -72.4359970      0.833786011     l, k, lat, lon, s
          89           2  -30.6350002      -71.0179977      0.957547069     l, k, lat, lon, s
          93          15  -30.5529995      -71.2860031      0.822653234     l, k, lat, lon, s
          99          34  -30.4300003      -71.6750031      0.867846251     l, k, lat, lon, s
         109           3  -30.2740002      -71.0220032      0.739979982     l, k, lat, lon, s
         112           7  -30.2169991      -71.1029968      0.791616857     l, k, lat, lon, s
         115          38  -30.1380005      -71.7429962      0.856378794     l, k, lat, lon, s
         118          20  -30.0990009      -71.3669968      0.966297925     l, k, lat, lon, s
