          18          28  -31.8939991      -71.6330032      0.199051067     l, k, lat, lon, s
          19          57  -31.8509998      -72.2229996      0.775768340     l, k, lat, lon, s
          29          60  -31.6690006      -72.2730026      0.765399158     l, k, lat, lon, s
          36          63  -31.5400009      -72.3259964      0.909462035     l, k, lat, lon, s
          39          53  -31.4950008      -72.1200027      0.866448522     l, k, lat, lon, s
          42          24  -31.4650002      -71.5279999      0.223207995     l, k, lat, lon, s
          54          23  -31.2490005      -71.4960022      0.196477383     l, k, lat, lon, s
          56          26  -31.2110004      -71.5550003      0.208127022     l, k, lat, lon, s
          63          33  -31.0790005      -71.6900024      0.234408081     l, k, lat, lon, s
          65          13  -31.0590000      -71.2839966      0.217180833     l, k, lat, lon, s
          77          31  -30.8290005      -71.6360016      0.216213971     l, k, lat, lon, s
          88          39  -30.6240005      -71.7870026      0.815728128     l, k, lat, lon, s
          88          45  -30.6189995      -71.9069977      0.881555498     l, k, lat, lon, s
          93          40  -30.5330009      -71.8020020       1.00000000     l, k, lat, lon, s
          94          30  -30.5230007      -71.5999985      0.364306420     l, k, lat, lon, s
         103          30  -30.3610001      -71.5910034      0.290285587     l, k, lat, lon, s
         105          65  -30.2950001      -72.2910004      0.896993220     l, k, lat, lon, s
         108           4  -30.2900009      -71.0650024      0.219480604     l, k, lat, lon, s
         114          10  -30.1779995      -71.1800003      0.210434243     l, k, lat, lon, s
         118           4  -30.1100006      -71.0559998      0.230767235     l, k, lat, lon, s
